team,teamID,gameID,season,week,opponent,opponentID,completions,passingAttempts,passingYards,completionPct,yardsPerPassAttempt,yardsPerCompletion,passingTouchdowns,interceptions,sacks,rushingYards,rushingAttempts,yardsPerRushAttempt,rushingTouchdowns,receivingTouchdowns,fumbles,fumblesRecovered,fieldGoalsMade1_19,fieldGoalsMade20_29,fieldGoalsMade30_39,fieldGoalsMade40_49,fieldGoalsMade50,extraPointsMade,totalKickingPoints
NYG,24,400951650,2017,5,NYG,19,0,0,0,0,0,0,0,0,0,119.0,25,4.76,0,3,0,0,0,0,0,0,0,0,0,18
NYG,12,400951783,2017,11,NYG,19,0,0,0,0,0,0,0,0,0,73.0,18,4.06,0,0,0,0,0,1,2,0,0,0,9,9
NYG,30,401030712,2018,1,NYG,19,18,33,176,54.5,5.3,9.78,1,1,1,134.0,27,4.96,0,1,0,0,0,0,2,0,0,2,8,14
NYG,10,401030915,2018,15,NYG,19,12,20,88,60.0,4.4,7.33,0,0,1,215.0,45,4.78,2,0,0,0,0,0,0,0,0,0,0,12
NYG,28,401030753,2018,14,NYG,19,11,16,195,68.8,12.2,17.73,1,1,0,80.0,21,3.81,1,1,0,0,0,0,0,0,0,0,0,12
NYG,25,401030873,2018,10,NYG,19,27,39,250,69.2,6.4,9.26,1,2,0,121.0,28,4.32,1,1,0,0,0,0,2,0,1,2,11,23
NYG,6,401030738,2018,2,NYG,19,16,25,160,64.0,6.4,10.0,1,0,0,138.0,25,5.52,1,1,0,0,0,1,1,0,0,2,8,20
NYG,6,401030812,2018,17,NYG,19,27,44,387,61.4,8.8,14.33,4,0,4,0.0,4,0.0,0,1,1,1,0,0,0,0,0,4,4,10
NYG,1,401030796,2018,7,NYG,19,31,39,379,79.5,9.7,12.23,1,0,3,51.0,13,3.92,1,0,1,1,0,0,0,1,2,2,11,17
NYG,34,401030791,2018,3,NYG,19,24,40,385,60.0,9.6,16.04,2,1,3,46.0,15,3.07,0,2,1,1,0,2,0,0,1,1,10,22
NYG,27,401030952,2018,11,NYG,19,12,16,199,75.0,12.4,16.58,2,1,0,122.0,23,5.3,1,2,0,0,0,0,0,0,0,5,5,23
NYG,21,401030692,2018,6,NYG,19,0,0,0,0,0,0,0,0,0,43.0,11,3.91,1,3,0,0,0,0,2,0,0,4,10,34
NYG,21,401030914,2018,12,NYG,19,0,0,0,0,0,0,0,0,0,45.0,5,9.0,0,1,1,0,0,1,0,2,0,0,9,15
NYG,3,401030953,2018,13,NYG,19,0,0,0,0,0,0,0,0,0,113.0,27,4.19,0,2,1,0,0,1,1,0,0,3,9,21
NYG,11,401030861,2018,16,NYG,19,0,0,0,0,0,0,0,0,0,36.0,14,2.57,2,1,0,0,0,0,0,0,0,0,0,18
NYG,18,401030931,2018,4,NYG,19,0,0,0,0,0,0,0,0,0,163.0,24,6.79,3,0,0,0,0,1,2,1,0,3,15,33
NYG,29,401030778,2018,5,NYG,19,0,0,0,0,0,0,0,0,0,76.0,18,4.22,0,1,0,0,0,0,1,2,1,3,15,21
NYG,28,401030735,2018,8,NYG,19,0,0,0,0,0,0,0,0,0,169.0,30,5.63,1,1,1,1,0,0,0,0,0,0,0,12
NYG,30,400554327,2014,13,NYG,19,21,35,194,60.0,5.5,9.24,1,0,7,68.0,5,13.6,0,0,0,0,0,0,0,0,0,0,0,0
NYG,28,400554201,2014,4,NYG,19,19,33,257,57.6,7.8,13.53,1,4,2,77.0,14,5.5,1,1,0,0,0,0,0,0,0,0,0,12
NYG,21,400554312,2014,6,NYG,19,21,34,248,61.8,7.3,11.81,2,2,1,154.0,24,6.42,0,1,0,0,0,0,1,1,0,3,9,15
NYG,28,400554350,2014,15,NYG,19,4,7,39,57.1,5.6,9.75,0,0,0,140.0,25,5.6,0,1,0,0,0,0,0,0,0,0,0,6
NYG,1,400554209,2014,5,NYG,19,29,45,316,64.4,7.0,10.9,1,1,1,38.0,4,9.5,0,0,0,0,0,0,0,0,0,0,0,0
NYG,8,400554296,2014,1,NYG,19,22,32,346,68.8,10.8,15.73,2,0,1,6.0,5,1.2,1,0,0,0,0,0,0,0,0,0,0,6
NYG,26,400554400,2014,10,NYG,19,10,17,172,58.8,10.1,17.2,0,2,2,279.0,41,6.8,5,0,2,1,0,1,0,0,0,5,8,38
NYG,25,400554387,2014,11,NYG,19,0,0,0,0,0,0,0,0,0,95.0,19,5.0,0,0,1,1,0,0,0,0,0,0,0,0
NYG,21,400554440,2014,17,NYG,19,0,0,0,0,0,0,0,0,0,99.0,17,5.82,0,1,0,0,0,0,2,0,0,4,10,16
NYG,14,400554439,2014,16,NYG,19,0,0,0,0,0,0,0,0,0,25.0,3,8.33,0,1,0,0,0,1,0,0,1,3,9,15
NYG,6,400554369,2014,12,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,0,0,0,0,1,0,0,4,7,25
NYG,22,400554211,2014,2,NYG,19,0,0,0,0,0,0,0,0,0,2.0,1,2.0,0,0,0,0,0,0,3,1,0,1,13,13
NYG,6,400554304,2014,7,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,4,7,7
NYG,11,400554393,2014,9,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,3,0,4,16,22
NYG,34,400554208,2014,3,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,2,5,5
NYG,10,400554384,2014,14,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
NYG,27,401326493,2021,11,NYG,19,2,2,11,100.0,5.5,5.5,0,0,1,90.0,24,3.75,1,2,0,0,0,1,1,1,0,3,12,30
NYG,7,401326320,2021,1,NYG,19,28,36,264,77.8,7.3,9.43,2,0,2,165.0,28,5.89,1,1,0,0,0,1,1,0,0,3,9,21
NYG,13,401326459,2021,9,NYG,19,0,0,0,0.0,0.0,0,0,0,0,117.0,20,5.85,0,1,1,0,0,2,1,0,0,1,10,16
NYG,3,401326570,2021,17,NYG,19,18,35,173,51.4,4.9,9.61,1,1,2,78.0,25,3.12,2,1,0,0,0,1,0,1,0,3,9,27
NYG,24,401326533,2021,14,NYG,19,23,31,275,74.2,8.9,11.96,3,0,2,152.0,37,4.11,1,3,0,0,0,2,1,0,0,4,13,37
NYG,29,401326428,2021,7,NYG,19,3,14,33,21.4,2.4,11.0,0,0,3,56.0,17,3.29,0,0,0,0,0,0,0,1,0,0,3,3
NYG,28,401326127,2021,2,NYG,19,34,46,336,73.9,7.3,9.88,2,1,1,85.0,21,4.05,1,2,0,0,0,0,1,2,0,3,12,30
NYG,28,401326594,2021,18,NYG,19,9,18,120,50.0,6.7,13.33,0,0,3,215.0,36,5.97,1,0,0,0,0,2,0,1,0,1,10,16
NYG,21,401326563,2021,16,NYG,19,17,29,199,58.6,6.9,11.71,2,0,1,89.0,18,4.94,0,1,1,0,0,1,1,0,0,4,10,16
NYG,21,401326503,2021,12,NYG,19,14,31,129,45.2,4.2,9.21,0,3,1,144.0,18,8.0,0,0,0,0,0,0,0,0,0,1,1,1
NYG,12,401326450,2021,8,NYG,19,29,48,275,60.4,5.7,9.48,1,1,2,10.0,3,3.33,0,0,1,1,0,0,2,0,0,2,8,8
NYG,6,401326546,2021,15,NYG,19,28,37,217,75.7,5.9,7.75,1,0,3,125.0,30,4.17,1,1,1,0,0,0,0,0,0,0,0,12
NYG,6,401326407,2021,5,NYG,19,22,32,302,68.8,9.4,13.73,3,1,2,195.0,38,5.13,1,3,1,0,0,0,0,0,0,0,0,24
NYG,1,401326370,2021,3,NYG,19,27,36,243,75.0,6.8,9.0,2,0,3,69.0,20,3.45,0,1,0,0,0,0,0,1,0,2,5,11
NYG,14,401326416,2021,6,NYG,19,0,2,0,0.0,0.0,0,0,1,0,131.0,34,3.85,1,4,0,0,0,0,1,0,0,5,8,38
NYG,15,401326516,2021,13,NYG,19,30,41,244,73.2,6.0,8.13,2,0,2,68.0,25,2.72,0,0,0,0,0,0,0,2,0,2,8,8
NYG,18,401326386,2021,4,NYG,19,17,23,226,73.9,9.8,13.29,1,0,0,148.0,32,4.62,2,1,0,0,0,0,0,0,0,3,3,21
NYG,17,400791591,2015,10,NYG,19,26,42,334,61.9,8.0,12.85,2,1,3,9.0,2,4.5,0,1,0,0,0,0,1,0,1,3,9,15
NYG,16,400791565,2015,16,NYG,19,15,25,168,60.0,6.7,11.2,1,0,3,205.0,31,6.61,3,1,0,0,0,2,1,0,2,4,19,43
NYG,28,400791484,2015,3,NYG,19,30,49,316,61.2,6.4,10.53,1,2,1,48.0,8,6.0,0,1,1,0,0,0,1,1,0,1,7,13
NYG,28,400791506,2015,12,NYG,19,20,29,302,69.0,10.4,15.1,1,0,0,86.0,29,2.97,1,0,0,0,0,0,1,1,0,2,8,14
NYG,1,400791672,2015,2,NYG,19,30,46,363,65.2,7.9,12.1,1,0,2,56.0,22,2.55,2,0,0,0,0,0,0,0,0,0,0,12
NYG,15,400791641,2015,14,NYG,19,25,41,236,61.0,5.8,9.44,1,0,1,128.0,22,5.82,2,0,0,0,0,0,0,0,0,0,0,12
NYG,2,400791678,2015,4,NYG,19,28,42,274,66.7,6.5,9.79,1,1,2,15.0,6,2.5,0,0,1,1,0,0,0,0,0,0,0,0
NYG,27,400791731,2015,9,NYG,19,19,36,247,52.8,6.9,13.0,0,0,0,24.0,3,8.0,1,0,1,1,0,0,0,0,0,0,0,6
NYG,6,400791590,2015,1,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,1,1,0,0,3,9,9
NYG,18,400791618,2015,8,NYG,19,0,0,0,0,0,0,0,0,0,77.0,17,4.53,0,4,0,0,0,0,0,0,1,7,10,34
NYG,6,400791564,2015,7,NYG,19,0,0,0,0,0,0,0,0,0,18.0,5,3.6,0,0,1,1,0,0,1,1,0,2,8,8
NYG,20,400791572,2015,13,NYG,19,0,0,0,0,0,0,0,0,0,17.0,6,2.83,0,1,0,0,0,2,1,0,0,2,11,17
NYG,21,400791654,2015,17,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,12
NYG,29,400791693,2015,15,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,0,0,0,0,0,1,0,5,8,26
NYG,21,400791676,2015,6,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NYG,26,311009019,2011,5,NYG,19,27,41,276,65.9,6.7,10.22,2,1,2,98.0,12,8.17,1,0,1,1,0,0,0,1,1,4,10,16
NYG,17,311106017,2011,9,NYG,19,28,49,342,57.1,7.0,12.21,2,2,2,5.0,1,5.0,0,1,0,0,0,0,1,1,0,2,8,14
NYG,15,311030019,2011,8,NYG,19,13,22,138,59.1,6.3,10.62,0,1,5,31.0,5,6.2,1,0,0,0,0,0,0,0,0,0,0,6
NYG,9,320115009,2011,2,NYG,19,26,46,264,56.5,5.7,10.15,2,1,4,66.0,7,9.43,0,0,0,0,0,0,1,1,0,2,8,8
NYG,9,311204019,2011,13,NYG,19,28,46,369,60.9,8.0,13.18,4,1,2,32.0,4,8.0,0,0,0,0,0,0,1,0,0,5,8,8
NYG,28,310911028,2011,1,NYG,19,24,41,199,58.5,4.9,8.29,0,0,2,16.0,4,4.0,0,0,0,0,0,0,0,0,0,4,4,4
NYG,25,311113025,2011,10,NYG,19,0,0,0,0,0,0,0,0,0,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0
NYG,21,310925021,2011,3,NYG,19,0,0,0,0,0,0,0,0,0,205.0,41,5.0,1,0,0,0,0,0,0,0,0,0,0,6
NYG,21,311120019,2011,11,NYG,19,0,0,0,0,0,0,0,0,0,113.0,23,4.91,0,0,0,0,0,0,0,0,0,0,0,0
NYG,6,320101019,2011,17,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,2,2,2
NYG,6,311211006,2011,14,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,2,0,4,10,16
NYG,22,311002022,2011,4,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYG,20,311224020,2011,16,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
NYG,28,311218019,2011,15,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,11,11
NYG,17,280203017,2007,4,NYG,19,29,48,266,60.4,5.5,9.17,1,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
NYG,17,271229019,2007,17,NYG,19,32,42,356,76.2,8.5,11.12,2,0,1,-4.0,4,-1.0,0,0,0,0,0,0,2,1,0,3,12,12
NYG,15,271028015,2007,8,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
NYG,9,280120009,2007,3,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,8
NYG,6,280113006,2007,2,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,5
NYG,6,271111019,2007,10,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7,7
NYG,6,270909006,2007,1,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,9,9
NYG,3,271202003,2007,13,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,10,10
NYG,20,271007019,2007,5,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,6
NYG,17,231012017,2003,6,NYG,19,8,21,112,38.1,5.3,14.0,0,0,2,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
NYG,28,400874631,2016,17,NYG,19,22,35,287,62.9,8.2,13.05,1,2,4,5.0,3,1.67,0,0,1,0,0,0,1,0,0,1,4,4
NYG,28,400874682,2016,3,NYG,19,21,35,296,60.0,8.5,14.1,2,0,2,83.0,26,3.19,0,2,1,0,0,1,2,2,0,2,17,29
NYG,4,400874531,2016,10,NYG,19,16,29,204,55.2,7.0,12.75,1,1,3,78.0,23,3.39,1,1,0,0,0,1,1,0,0,2,8,20
NYG,21,400874485,2016,16,NYG,19,13,24,152,54.2,6.3,11.69,1,1,0,32.0,5,6.4,0,1,0,0,0,0,0,0,0,0,0,6
NYG,33,400874705,2016,6,NYG,19,26,48,307,54.2,6.4,11.81,0,0,2,11.0,3,3.67,0,0,0,0,0,1,2,0,0,2,11,11
NYG,14,400874490,2016,7,NYG,19,32,53,291,60.4,5.5,9.09,1,4,3,70.0,17,4.12,0,1,2,0,0,0,0,0,0,0,0,6
NYG,5,400874614,2016,12,NYG,19,25,43,322,58.1,7.5,12.88,1,0,7,58.0,21,2.76,0,1,1,1,0,2,0,0,0,1,7,13
NYG,9,400932690,2016,1,NYG,19,25,40,362,62.5,9.1,14.48,4,0,5,63.0,24,2.62,1,4,0,0,0,0,1,0,0,5,8,38
NYG,6,400874656,2016,14,NYG,19,17,37,165,45.9,4.5,9.71,1,2,3,108.0,25,4.32,0,0,1,1,0,0,0,0,0,0,0,0
NYG,9,400874640,2016,5,NYG,19,23,45,259,51.1,5.8,11.26,2,2,0,16.0,7,2.29,0,1,0,0,0,1,1,1,0,2,11,17
NYG,8,400874687,2016,15,NYG,19,24,39,273,61.5,7.0,11.38,0,1,1,13.0,2,6.5,0,0,0,0,0,0,1,1,0,0,6,6
NYG,21,400874603,2016,9,NYG,19,27,47,364,57.4,7.7,13.48,0,2,2,24.0,7,3.43,1,0,1,0,0,0,0,0,0,0,0,6
NYG,23,400874725,2016,13,NYG,19,0,0,0,0,0,0,0,0,0,118.0,29,4.07,0,1,1,1,0,0,2,1,0,1,10,16
NYG,3,400874691,2016,11,NYG,19,0,0,0,0,0,0,0,0,0,77.0,17,4.53,0,0,0,0,0,0,0,0,0,0,0,0
NYG,18,400874529,2016,2,NYG,19,0,0,0,0,0,0,0,0,0,30.0,9,3.33,0,1,0,0,0,0,1,1,0,1,7,13
NYG,16,400874677,2016,4,NYG,19,0,0,0,0,0,0,0,0,0,86.0,20,4.3,1,1,0,0,0,0,0,1,0,3,6,18
NYG,28,331229019,2013,17,NYG,19,19,49,169,38.8,3.4,8.89,0,2,3,65.0,17,3.82,0,0,1,1,0,0,0,0,0,0,0,0
NYG,21,331006019,2013,5,NYG,19,16,25,197,64.0,7.9,12.31,2,0,1,47.0,23,2.04,1,1,0,0,0,0,0,0,0,0,0,12
NYG,28,331201028,2013,13,NYG,19,24,32,207,75.0,6.5,8.62,1,0,5,114.0,23,4.96,1,0,0,0,0,0,0,0,0,0,0,6
NYG,8,331222008,2013,16,NYG,19,25,42,222,59.5,5.3,8.88,0,2,2,-1.0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0
NYG,26,331215019,2013,15,NYG,19,18,27,206,66.7,7.6,11.44,1,1,4,131.0,33,3.97,1,0,0,0,0,1,0,2,0,2,11,17
NYG,6,331124019,2013,12,NYG,19,0,0,0,0,0,0,0,0,0,20.0,3,6.67,0,0,1,0,0,0,1,0,0,3,6,6
NYG,21,331027021,2013,8,NYG,19,0,0,0,0,0,0,0,0,0,48.0,15,3.2,0,0,1,0,0,0,0,0,0,0,0,0
NYG,24,331208024,2013,14,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,12
NYG,6,330908006,2013,1,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,1,0,3,12,12
NYG,29,330922029,2013,3,NYG,19,0,0,0,0,0,0,0,0,0,11.0,1,11.0,0,1,0,0,0,0,0,0,1,5,8,14
NYG,3,331010003,2013,6,NYG,19,0,0,0,0,0,0,0,0,0,15.0,1,15.0,0,0,0,0,0,0,0,1,1,3,9,9
NYG,9,331117019,2013,11,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7,7
NYG,12,330929012,2013,4,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,7
NYG,4,321111004,2012,10,NYG,19,21,30,199,70.0,6.6,9.48,4,0,0,1.0,3,0.33,0,2,0,0,0,1,0,0,0,4,7,19
NYG,33,321223033,2012,16,NYG,19,25,36,309,69.4,8.6,12.36,2,0,0,-10.0,3,-3.33,1,0,0,0,0,3,1,0,0,3,15,21
NYG,28,321021019,2012,7,NYG,19,20,28,258,71.4,9.2,12.9,2,1,3,209.0,31,6.74,0,0,1,1,0,1,0,2,0,2,11,11
NYG,9,321125019,2012,12,NYG,19,14,25,219,56.0,8.8,15.64,1,1,5,34.0,4,8.5,0,0,0,0,0,1,0,0,0,1,4,4
NYG,1,321216001,2012,15,NYG,19,23,28,270,82.1,9.6,11.74,3,0,1,17.0,2,8.5,0,2,0,0,0,0,0,0,0,0,0,12
NYG,25,321014025,2012,6,NYG,19,0,0,0,0,0,0,0,0,0,36.0,8,4.5,0,0,0,0,0,0,0,0,0,0,0,0
NYG,18,321209019,2012,14,NYG,19,0,0,0,0,0,0,0,0,0,68.0,13,5.23,0,0,0,0,0,0,0,0,0,0,0,0
NYG,21,320930021,2012,4,NYG,19,0,0,0,0,0,0,0,0,0,123.0,23,5.35,0,1,1,0,0,0,0,0,0,0,0,6
NYG,21,321230019,2012,17,NYG,19,0,0,0,0,0,0,0,0,0,45.0,10,4.5,0,0,0,0,0,0,0,0,0,0,0,0
NYG,23,321104019,2012,9,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYG,6,320905019,2012,1,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,3,6,6
NYG,6,321028006,2012,8,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,0,0,0,0,1,3,6,6
NYG,5,321007019,2012,5,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,12
NYG,3,401437755,2022,4,NYG,19,11,22,174,50.0,7.9,15.82,0,0,6,129.0,26,4.96,0,0,2,1,0,2,1,1,0,0,12,12
NYG,8,401437852,2022,11,NYG,19,17,26,165,65.4,6.3,9.71,0,0,0,94.0,28,3.36,4,0,1,0,0,1,0,0,0,4,7,31
NYG,21,401437893,2022,14,NYG,19,0,0,0,0.0,0.0,0,0,0,0,220.0,25,8.8,3,2,0,0,0,1,1,0,0,6,12,42
NYG,33,401437784,2022,6,NYG,19,17,32,210,53.1,6.6,12.35,1,1,2,211.0,24,8.79,1,1,0,0,0,1,1,0,0,2,8,20
NYG,30,401437796,2022,7,NYG,19,22,43,310,51.2,7.2,14.09,0,0,0,136.0,20,6.8,2,0,1,1,0,1,0,0,0,0,3,15
NYG,29,401437645,2022,2,NYG,19,14,29,145,48.3,5.0,10.36,1,0,2,146.0,23,6.35,0,1,1,1,0,0,3,0,0,1,10,16
NYG,34,401437837,2022,10,NYG,19,22,37,319,59.5,8.6,14.5,1,1,4,99.0,18,5.5,0,1,1,1,0,0,2,1,0,1,10,16
NYG,6,401437858,2022,12,NYG,19,21,30,261,70.0,8.7,12.43,2,2,0,167.0,38,4.39,1,2,0,0,0,0,0,0,0,4,4,22
NYG,9,401435640,2022,5,NYG,19,25,39,222,64.1,5.7,8.88,2,0,2,94.0,20,4.7,0,1,0,0,0,0,0,2,0,2,8,14
NYG,6,401437747,2022,3,NYG,19,21,31,215,67.7,6.9,10.24,1,0,0,176.0,30,5.87,1,1,0,0,0,2,0,1,0,2,11,23
NYG,26,401437816,2022,8,NYG,19,23,34,212,67.7,6.2,9.22,2,0,3,77.0,23,3.35,1,2,1,1,0,0,1,0,1,3,9,27
NYG,10,401437640,2022,1,NYG,19,20,33,266,60.6,8.1,13.3,2,0,1,89.0,23,3.87,0,0,2,1,0,1,0,1,0,2,8,8
NYG,28,401437880,2022,13,NYG,19,0,0,0,0,0,0,0,0,0,158.0,33,4.79,0,2,1,0,0,0,0,0,0,0,0,12
NYG,33,281116019,2008,11,NYG,19,20,33,164,60.6,5.0,8.2,1,2,1,57.0,6,9.5,0,0,0,0,0,0,0,0,0,0,0,0
NYG,25,281019019,2008,7,NYG,19,0,0,0,0,0,0,0,0,0,11.0,11,1.0,0,0,0,0,0,0,0,0,0,0,0,0
NYG,16,281228016,2008,17,NYG,19,0,0,0,0,0,0,0,0,0,103.0,21,4.9,1,0,1,0,0,0,0,0,0,0,0,6
NYG,22,281123022,2008,12,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYG,14,280914014,2008,2,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,7,7
NYG,21,281207019,2008,14,NYG,19,0,0,0,0,0,0,0,0,0,-9.0,2,-4.5,0,0,0,0,0,0,0,0,0,0,0,0
NYG,21,281109021,2008,10,NYG,19,0,0,0,0,0,0,0,0,0,24.0,3,8.0,1,0,0,0,0,0,0,0,0,0,0,6
NYG,6,281214006,2008,15,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
NYG,6,281102019,2008,9,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
NYG,29,300912019,2010,1,NYG,19,14,33,182,42.4,5.5,13.0,1,3,4,15.0,2,7.5,0,0,0,0,0,0,0,0,0,0,0,0
NYG,9,301226009,2010,16,NYG,19,25,37,404,67.6,10.9,16.16,4,0,2,26.0,2,13.0,0,0,0,0,0,0,1,0,0,6,9,9
NYG,8,301017019,2010,6,NYG,19,19,34,222,55.9,6.5,11.68,1,1,2,30.0,3,10.0,0,0,0,0,0,0,0,0,0,0,0,0
NYG,26,301107026,2010,9,NYG,19,0,0,0,0,0,0,0,0,0,48.0,11,4.36,0,0,0,0,0,0,0,0,0,0,0,0
NYG,21,301121021,2010,11,NYG,19,0,0,0,0,0,0,0,0,0,114.0,15,7.6,1,0,0,0,0,0,0,0,0,0,0,6
NYG,21,301219019,2010,15,NYG,19,0,0,0,0,0,0,0,0,0,64.0,10,6.4,0,0,2,1,0,0,0,0,0,0,0,0
NYG,16,301213016,2010,14,NYG,19,0,0,0,0,0,0,0,0,0,26.0,14,1.86,0,0,0,0,0,0,0,0,0,0,0,0
NYG,6,301114019,2010,10,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
NYG,30,301128019,2010,12,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYG,28,301205019,2010,13,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
NYG,28,310102028,2010,17,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
NYG,3,301003019,2010,4,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3
NYG,11,300919011,2010,2,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8,8
NYG,29,291227019,2009,16,NYG,19,15,20,171,75.0,8.6,11.4,3,0,1,2.0,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0
NYG,1,291122019,2009,11,NYG,19,26,46,268,56.5,5.8,10.31,2,0,2,14.0,5,2.8,0,0,0,0,0,0,0,0,0,0,0,0
NYG,21,291213019,2009,14,NYG,19,0,0,0,0,0,0,0,0,0,28.0,10,2.8,0,1,0,0,0,0,0,0,0,0,0,6
NYG,21,291101021,2009,8,NYG,19,0,0,0,0,0,0,0,0,0,82.0,11,7.45,1,1,0,0,0,0,0,0,0,0,0,12
NYG,16,300103016,2009,17,NYG,19,0,0,0,0,0,0,0,0,0,54.0,9,6.0,1,0,0,0,0,0,0,0,0,0,0,6
NYG,22,291025019,2009,7,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYG,6,291206019,2009,13,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,6
NYG,6,290920006,2009,2,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7,7
NYG,7,291126007,2009,12,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,14,14
NYG,12,291004012,2009,4,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4
NYG,22,250911019,2005,1,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
NYG,26,251127026,2005,12,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,6
NYG,22,241114022,2004,10,NYG,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYG,26,260924026,2006,3,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6
NYG,3,261112019,2006,10,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,8
NYG,17,190926017,1999,3,NYG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,10,10
