team,teamID,gameID,season,week,opponent,opponentID,completions,passingAttempts,passingYards,completionPct,yardsPerPassAttempt,yardsPerCompletion,passingTouchdowns,interceptions,sacks,rushingYards,rushingAttempts,yardsPerRushAttempt,rushingTouchdowns,receivingTouchdowns,fumbles,fumblesRecovered,fieldGoalsMade1_19,fieldGoalsMade20_29,fieldGoalsMade30_39,fieldGoalsMade40_49,fieldGoalsMade50,extraPointsMade,totalKickingPoints
GB,8,401326362,2021,2,GB,9,26,36,246,72.2,6.8,9.46,2,1,1,200.0,46,4.35,0,2,0,0,0,0,0,1,0,2,5,17
GB,8,401326589,2021,18,GB,9,21,30,238,70.0,7.9,11.33,2,0,1,100.0,25,4.0,1,3,0,0,0,1,2,0,0,4,13,37
GB,28,401326425,2021,7,GB,9,25,37,268,67.6,7.2,10.72,1,1,4,168.0,28,6.0,0,1,1,0,0,0,0,1,0,1,4,10
GB,33,401326543,2021,15,GB,9,28,40,215,70.0,5.4,7.68,2,0,1,143.0,26,5.5,2,2,0,0,0,0,1,0,0,3,6,30
GB,12,401326461,2021,9,GB,9,20,37,166,54.1,4.5,8.3,1,0,1,-2.0,2,-1.0,0,1,1,0,0,1,0,0,1,1,7,13
GB,16,401326583,2021,17,GB,9,2,3,5,66.7,1.7,2.5,0,0,0,27.0,11,2.45,0,1,0,0,0,0,0,0,1,1,4,10
GB,5,401326554,2021,16,GB,9,21,36,222,58.3,6.2,10.57,2,4,5,219.0,25,8.76,1,2,0,0,0,0,1,0,0,1,4,22
GB,22,401326436,2021,8,GB,9,22,33,274,66.7,8.3,12.45,0,2,2,74.0,20,3.7,3,0,1,1,0,0,0,0,0,3,3,21
GB,14,401326505,2021,12,GB,9,21,38,302,55.3,7.9,14.38,3,1,2,68.0,20,3.4,0,3,0,0,0,0,2,0,0,2,8,26
GB,26,401326476,2021,10,GB,9,20,40,161,50.0,4.0,8.05,0,2,3,73.0,15,4.87,0,0,0,0,0,0,0,0,0,0,0,0
GB,18,401326319,2021,1,GB,9,14,20,148,70.0,7.4,10.57,5,0,0,171.0,39,4.38,0,4,0,0,0,0,0,1,0,5,8,32
GB,23,401326392,2021,4,GB,9,0,0,0,0,0,0,0,0,0,62.0,15,4.13,1,1,0,0,0,0,0,0,1,2,5,17
GB,4,400951627,2017,3,GB,9,21,27,212,77.8,7.9,10.1,2,0,3,110.0,30,3.67,0,2,0,0,0,0,0,1,0,3,6,18
GB,33,400951703,2017,11,GB,9,22,28,183,78.6,6.5,8.32,1,1,3,56.0,25,2.24,1,0,0,0,0,1,2,0,0,2,11,17
GB,3,400951678,2017,4,GB,9,21,33,218,63.6,6.6,10.38,1,2,1,77.0,25,3.08,1,0,0,0,0,0,0,0,0,0,0,6
GB,16,400951602,2017,16,GB,9,14,25,139,56.0,5.6,9.93,1,0,3,112.0,33,3.39,0,1,0,0,0,2,0,1,0,1,10,16
GB,16,400951702,2017,6,GB,9,24,38,239,63.2,6.3,9.96,1,1,0,112.0,32,3.5,1,1,2,1,0,0,2,0,1,2,11,23
GB,5,400951647,2017,14,GB,9,20,28,214,71.4,7.6,10.7,3,2,2,136.0,27,5.04,0,3,1,0,0,0,0,0,0,3,3,21
GB,6,400951661,2017,5,GB,9,25,36,251,69.4,7.0,10.04,3,1,1,163.0,35,4.66,1,3,0,0,0,0,0,0,0,0,0,24
GB,1,400951679,2017,2,GB,9,19,28,252,67.9,9.0,13.26,1,0,3,134.0,26,5.15,2,1,0,0,0,0,0,0,0,0,0,18
GB,8,400951741,2017,17,GB,9,20,29,323,69.0,11.1,16.15,3,0,2,20.0,10,2.0,1,3,0,0,0,1,1,0,0,3,9,33
GB,8,400951790,2017,9,GB,9,26,33,361,78.8,10.9,13.88,2,0,1,49.0,27,1.81,1,2,2,1,1,0,1,1,0,3,12,30
GB,3,400951559,2017,10,GB,9,21,35,297,60.0,8.5,14.14,1,0,5,55.0,16,3.44,0,0,0,0,0,0,0,0,0,0,0,0
GB,26,400951601,2017,1,GB,9,14,27,158,51.9,5.9,11.29,0,0,3,51.0,6,8.5,0,0,0,0,0,1,1,1,0,0,9,9
GB,27,400951710,2017,13,GB,9,21,32,270,65.6,8.4,12.86,2,0,7,18.0,5,3.6,0,2,0,0,0,0,0,0,0,0,0,12
GB,23,400951633,2017,12,GB,9,0,0,0,0,0,0,0,0,0,95.0,20,4.75,0,2,1,1,0,0,0,0,1,2,5,17
GB,18,400951585,2017,7,GB,9,0,0,0,0,0,0,0,0,0,162.0,31,5.23,1,0,1,0,0,1,0,1,0,2,8,14
GB,29,400951777,2017,15,GB,9,0,0,0,0,0,0,0,0,0,63.0,12,5.25,0,3,0,0,0,0,1,0,0,4,7,25
GB,4,330922004,2013,3,GB,9,20,28,235,71.4,8.4,11.75,2,1,4,53.0,14,3.79,1,1,0,0,0,0,0,0,0,4,4,16
GB,33,331013033,2013,6,GB,9,20,34,342,58.8,10.1,17.1,2,0,5,6.0,1,6.0,0,0,0,0,0,1,0,0,0,2,5,5
GB,21,331110009,2013,10,GB,9,12,18,228,66.7,12.7,19.0,3,0,3,193.0,33,5.85,0,1,0,0,0,0,0,0,0,0,0,6
GB,28,330915009,2013,2,GB,9,26,40,320,65.0,8.0,12.31,3,1,1,108.0,17,6.35,0,0,0,0,0,0,0,0,0,0,0,0
GB,1,331208009,2013,14,GB,9,20,35,206,57.1,5.9,10.3,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,8,331006009,2013,5,GB,9,25,40,262,62.5,6.6,10.48,1,0,5,-1.0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0
GB,8,331128008,2013,13,GB,9,22,35,330,62.9,9.4,15.0,3,2,1,8.0,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0
GB,23,331222009,2013,16,GB,9,0,0,0,0,0,0,0,0,0,124.0,26,4.77,1,1,2,1,0,0,0,0,0,0,0,12
GB,25,340105009,2013,1,GB,9,0,0,0,0,0,0,0,0,0,110.0,41,2.68,2,0,0,0,0,0,0,0,0,0,0,12
GB,16,331027016,2013,8,GB,9,0,0,0,0,0,0,0,0,0,60.0,13,4.62,1,0,0,0,0,0,1,0,0,4,7,13
GB,16,331124009,2013,12,GB,9,0,0,0,0,0,0,0,0,0,146.0,32,4.56,1,0,1,1,0,1,2,1,0,2,14,20
GB,6,331215006,2013,15,GB,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,2,2,3,18,24
GB,5,331020009,2013,7,GB,9,0,0,0,0,0,0,0,0,0,-2.0,1,-2.0,0,0,0,0,0,0,0,0,0,0,0,0
GB,3,331229003,2013,17,GB,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,4,4,4
GB,19,331117019,2013,11,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,9,9
GB,30,321028009,2012,8,GB,9,27,49,303,55.1,6.2,11.22,1,0,2,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0
GB,8,321118008,2012,11,GB,9,17,39,266,43.6,6.8,15.65,1,2,5,12.0,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0
GB,8,321209009,2012,14,GB,9,27,45,264,60.0,5.9,9.78,1,1,1,9.0,3,3.0,1,0,0,0,0,0,0,0,0,0,0,6
GB,16,330105009,2012,1,GB,9,11,30,180,36.7,6.0,16.36,1,1,3,279.0,45,6.2,1,0,0,0,0,0,1,0,0,1,4,10
GB,3,320913009,2012,2,GB,9,0,0,0,0,0,0,0,0,0,119.0,23,5.17,1,0,0,0,0,0,0,1,0,1,4,10
GB,18,320930009,2012,4,GB,9,0,0,0,0,0,0,0,0,0,11.0,5,2.2,0,0,0,0,0,0,0,0,0,0,0,0
GB,16,321202009,2012,13,GB,9,0,0,0,0,0,0,0,0,0,210.0,21,10.0,1,1,0,0,0,0,0,0,0,2,2,14
GB,16,321230016,2012,17,GB,9,0,0,0,0,0,0,0,0,0,199.0,34,5.85,1,2,0,0,0,1,1,0,1,4,13,31
GB,22,321104009,2012,9,GB,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
GB,11,321007011,2012,5,GB,9,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,2,0,0,1,1,10,10
GB,14,321021014,2012,7,GB,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,2,8,8
GB,3,311225009,2011,16,GB,9,19,28,242,67.9,8.6,12.74,1,2,0,38.0,8,4.75,0,0,0,0,0,0,2,0,0,1,7,7
GB,1,311009001,2011,5,GB,9,18,32,167,56.3,5.2,9.28,1,2,1,9.0,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0
GB,8,320101009,2011,17,GB,9,36,59,520,61.0,8.8,14.44,5,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,8,311124008,2011,12,GB,9,32,45,276,71.1,6.1,8.62,1,3,1,31.0,4,7.75,0,0,0,0,0,0,0,0,0,0,0,0
GB,18,310908009,2011,1,GB,9,0,0,0,0,0,0,0,0,0,40.0,13,3.08,0,1,0,0,0,0,0,0,0,0,0,6
GB,16,311023016,2011,7,GB,9,0,0,0,0,0,0,0,0,0,175.0,24,7.29,1,0,0,0,0,0,0,0,0,0,0,6
GB,7,311002009,2011,4,GB,9,0,0,0,0,0,0,0,0,0,-1.0,1,-1.0,0,0,0,0,0,1,0,0,0,2,5,5
GB,3,310925003,2011,3,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,5
GB,12,311218012,2011,15,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,13,13
GB,1,281005009,2008,5,GB,9,16,26,194,61.5,7.5,12.12,2,1,0,16.0,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0
GB,16,281109016,2008,10,GB,9,0,0,0,0,0,0,0,0,0,192.0,30,6.4,1,0,1,0,0,0,0,0,0,0,0,6
GB,30,281214030,2008,15,GB,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,6,280921009,2008,3,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,9,9
GB,3,281116009,2008,11,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
GB,11,281019009,2008,7,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
GB,8,291126008,2009,12,GB,9,20,43,213,46.5,5.0,10.65,1,4,2,21.0,3,7.0,0,0,0,0,0,0,0,0,0,0,0,0
GB,8,291018009,2009,6,GB,9,5,11,57,45.5,5.2,11.4,0,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,25,291122009,2009,11,GB,9,0,0,0,0,0,0,0,0,0,59.0,7,8.43,0,1,0,0,0,0,0,0,0,0,0,6
GB,16,291101009,2009,8,GB,9,0,0,0,0,0,0,0,0,0,97.0,25,3.88,1,0,0,0,0,0,0,0,0,0,0,6
GB,22,300103022,2009,17,GB,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
GB,3,290913009,2009,1,GB,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,1,1,0,1,0,1,0,1,7,19
GB,14,290927014,2009,3,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5
GB,6,291115009,2009,10,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
GB,3,291213003,2009,14,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
GB,16,271111009,2007,10,GB,9,0,0,0,0,0,0,0,0,0,45.0,11,4.09,0,0,1,0,0,0,0,0,0,0,0,0
GB,26,280112009,2007,2,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,8
GB,6,271129006,2007,13,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,13,13
GB,3,271223003,2007,16,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,9,9
GB,3,271007009,2007,5,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,9,9
GB,26,260101009,2005,17,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,5
GB,3,251225009,2005,16,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,6
GB,3,251204003,2005,13,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,13,13
GB,26,231005009,2003,5,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7,7
GB,26,240104009,2003,1,GB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,9,9
JAX,2,401326456,2021,9,JAX,30,31,47,264,66.0,5.6,8.52,0,2,4,72.0,14,5.14,0,0,1,0,0,1,0,1,0,0,6,6
JAX,7,401326132,2021,2,JAX,30,26,34,328,76.5,9.6,12.62,2,0,3,96.0,30,3.2,0,2,0,0,0,0,1,2,0,2,11,23
JAX,4,401326379,2021,4,JAX,30,25,32,348,78.1,10.9,13.92,2,0,1,71.0,19,3.74,1,2,0,0,0,0,1,0,0,3,6,24
JAX,25,401326484,2021,11,JAX,30,0,0,0,0.0,0.0,0,0,0,0,89.0,13,6.85,1,1,0,0,0,1,0,2,0,3,12,24
JAX,17,401326574,2021,17,JAX,30,22,30,227,73.3,7.6,10.32,3,0,0,176.0,35,5.03,4,3,0,0,0,0,0,1,0,5,8,50
JAX,34,401326545,2021,15,JAX,30,19,30,209,63.3,7.0,11.0,2,1,1,34.0,10,3.4,0,2,0,0,0,1,0,0,2,3,12,24
JAX,22,401326367,2021,3,JAX,30,28,34,316,82.4,9.3,11.29,0,1,0,91.0,30,3.03,3,0,1,0,0,0,1,0,0,4,7,25
JAX,1,401326500,2021,12,JAX,30,19,29,190,65.5,6.6,10.0,1,1,1,130.0,25,5.2,2,1,0,0,0,0,0,0,0,3,3,21
JAX,26,401326446,2021,8,JAX,30,20,24,195,83.3,8.1,9.75,2,0,3,54.0,20,2.7,1,2,0,0,0,0,0,0,0,0,0,18
JAX,14,401326519,2021,13,JAX,30,26,38,295,68.4,7.8,11.35,3,0,1,123.0,25,4.92,1,3,0,0,0,0,1,2,0,4,13,37
JAX,15,401326325,2021,6,JAX,30,33,47,329,70.2,7.0,9.97,2,1,0,77.0,20,3.85,0,2,1,0,0,1,1,0,0,2,8,20
JAX,10,401326399,2021,5,JAX,30,14,22,197,63.6,9.0,14.07,1,0,3,184.0,36,5.11,3,0,0,0,0,0,1,0,0,4,7,25
JAX,10,401326530,2021,14,JAX,30,0,0,0,0.0,0.0,0,0,0,0,102.0,34,3.0,2,0,1,0,0,1,0,1,0,2,8,20
JAX,34,401326310,2021,1,JAX,30,21,33,291,63.6,8.8,13.86,2,0,1,160.0,41,3.9,2,2,0,0,0,2,0,1,0,4,13,37
JAX,11,401326467,2021,10,JAX,30,22,34,180,64.7,5.3,8.18,0,0,1,127.0,27,4.7,1,0,0,0,0,2,1,0,0,2,11,17
JAX,11,401326591,2021,18,JAX,30,17,29,185,58.6,6.4,10.88,1,1,6,94.0,18,5.22,0,1,1,0,0,0,0,1,0,0,3,9
JAX,20,401326562,2021,16,JAX,30,14,22,102,63.6,4.6,7.29,1,0,1,266.0,34,7.82,1,0,0,0,0,1,0,1,0,2,8,14
JAX,2,401030919,2018,12,JAX,30,8,19,160,42.1,8.4,20.0,1,0,0,145.0,30,4.83,1,1,0,0,0,1,0,0,0,3,6,18
JAX,17,401030733,2018,2,JAX,30,24,35,234,68.6,6.7,9.75,2,0,2,71.0,20,3.55,0,0,0,0,0,1,0,1,0,2,8,8
JAX,20,401030840,2018,4,JAX,30,17,34,167,50.0,4.9,9.82,1,0,3,34.0,14,2.43,0,1,0,0,0,1,1,0,0,0,6,12
JAX,10,401030794,2018,3,JAX,30,12,18,100,66.7,5.6,8.33,0,0,1,150.0,35,4.29,0,0,0,0,0,0,0,0,0,0,0,0
JAX,28,401030924,2018,15,JAX,30,16,25,151,64.0,6.0,9.44,1,0,3,109.0,33,3.3,0,0,0,0,0,0,0,0,0,0,0,0
JAX,12,401030741,2018,5,JAX,30,22,38,313,57.9,8.2,14.23,0,2,1,100.0,28,3.57,2,0,0,0,0,1,1,1,0,3,12,24
JAX,10,401030724,2018,14,JAX,30,18,24,162,75.0,6.8,9.0,0,1,1,264.0,32,8.25,4,0,0,0,0,0,0,0,0,0,0,24
JAX,6,401030776,2018,6,JAX,30,17,27,183,63.0,6.8,10.76,2,0,3,202.0,37,5.46,2,2,0,0,0,0,1,1,2,4,16,40
JAX,15,401030866,2018,16,JAX,30,15,22,146,68.2,6.6,9.73,1,1,3,43.0,10,4.3,0,0,0,0,0,0,0,0,0,1,1,1
JAX,34,401030835,2018,7,JAX,30,12,24,139,50.0,5.8,11.58,1,0,1,113.0,29,3.9,1,1,0,0,0,0,0,2,0,2,8,20
JAX,34,401030759,2018,17,JAX,30,25,35,234,71.4,6.7,9.36,0,0,6,122.0,30,4.07,2,0,0,0,0,2,0,0,0,2,8,20
JAX,21,401030699,2018,8,JAX,30,0,0,0,0,0,0,0,0,0,105.0,22,4.77,0,3,0,0,0,0,1,0,0,3,6,24
JAX,19,401030712,2018,1,JAX,30,0,0,0,0,0,0,0,0,0,105.0,19,5.53,1,0,0,0,0,0,0,0,0,0,0,6
JAX,23,401030971,2018,11,JAX,30,0,0,0,0,0,0,0,0,0,25.0,9,2.78,0,1,0,0,0,0,0,0,0,2,2,8
JAX,11,401030766,2018,10,JAX,30,0,0,0,0,0,0,0,0,0,83.0,18,4.61,1,3,0,0,0,0,0,0,0,3,3,27
JAX,11,401030962,2018,13,JAX,30,0,0,0,0,0,0,0,0,0,23.0,13,1.77,0,0,1,1,0,0,0,0,0,0,0,0
JAX,29,401127932,2019,5,JAX,30,17,30,181,56.7,6.0,10.65,1,0,3,205.0,22,9.32,2,1,0,0,0,0,0,0,0,4,4,22
JAX,11,401128075,2019,11,JAX,30,0,0,0,0.0,0.0,0,0,0,0,148.0,22,6.73,3,1,0,0,0,0,1,0,0,4,7,31
JAX,11,401127988,2019,17,JAX,30,12,25,162,48.0,6.5,13.5,0,0,3,132.0,27,4.89,2,0,0,0,0,1,0,0,1,2,8,20
JAX,13,401128099,2019,15,JAX,30,22,36,267,61.1,7.4,12.14,1,0,4,128.0,32,4.0,0,1,0,0,0,1,2,0,0,1,10,16
JAX,4,401127945,2019,7,JAX,30,22,43,276,51.2,6.4,12.55,1,3,2,35.0,18,1.94,1,1,1,1,0,0,1,0,0,2,5,17
JAX,20,401128045,2019,8,JAX,30,21,30,218,70.0,7.3,10.38,2,3,8,46.0,14,3.29,0,2,0,0,0,0,0,0,0,1,1,13
JAX,7,401128097,2019,4,JAX,30,22,38,303,57.9,8.0,13.77,3,1,0,68.0,16,4.25,0,3,1,0,0,0,1,0,0,3,6,24
JAX,12,401127931,2019,1,JAX,30,25,33,378,75.8,11.5,15.12,3,0,0,28.0,14,2.0,1,0,0,0,0,2,1,1,0,4,16,22
JAX,1,401127903,2019,16,JAX,30,32,45,384,71.1,8.5,12.0,1,2,1,135.0,27,5.0,2,1,0,0,0,1,0,0,0,3,6,24
JAX,10,401128000,2019,12,JAX,30,14,18,259,77.8,14.4,18.5,2,0,1,203.0,27,7.52,4,1,1,1,0,0,0,0,0,6,6,36
JAX,34,401127936,2019,9,JAX,30,22,28,201,78.6,7.2,9.14,2,0,1,56.0,15,3.73,1,2,0,0,0,0,0,1,1,2,8,26
JAX,34,401128101,2019,2,JAX,30,16,29,159,55.2,5.5,9.94,0,0,4,36.0,10,3.6,1,0,0,0,0,1,1,0,0,1,7,13
JAX,27,401128063,2019,13,JAX,30,21,33,268,63.6,8.1,12.76,0,0,4,72.0,30,2.4,2,0,0,0,0,1,1,0,0,2,8,20
JAX,24,401127997,2019,14,JAX,30,0,0,0,0,0,0,0,0,0,181.0,23,7.87,1,3,0,0,0,0,0,1,0,6,9,33
JAX,10,401127859,2019,3,JAX,30,0,0,0,0,0,0,0,0,0,44.0,17,2.59,1,0,1,0,0,0,0,0,0,1,1,7
JAX,18,401128116,2019,6,JAX,30,0,0,0,0,0,0,0,0,0,92.0,22,4.18,0,1,1,0,0,1,0,1,0,1,7,13
JAX,33,400951579,2017,3,JAX,30,8,18,28,44.4,1.6,3.5,0,2,2,134.0,32,4.19,0,2,1,1,0,0,0,0,0,1,1,13
JAX,11,400951589,2017,7,JAX,30,22,37,200,59.5,5.4,9.09,0,0,10,91.0,19,4.79,0,0,0,0,0,0,0,0,0,0,0,0
JAX,11,400951713,2017,13,JAX,30,21,36,174,58.3,4.8,8.29,1,2,4,141.0,26,5.42,0,1,1,0,0,1,0,0,0,1,4,10
JAX,4,400951753,2017,9,JAX,30,10,18,136,55.6,7.6,13.6,0,0,2,29.0,17,1.71,1,0,0,0,0,0,0,0,0,0,0,6
JAX,22,400951622,2017,12,JAX,30,22,38,241,57.9,6.3,10.95,2,1,1,100.0,27,3.7,0,1,0,0,0,0,0,0,0,0,0,6
JAX,25,400951675,2017,16,JAX,30,21,30,242,70.0,8.1,11.52,2,1,1,77.0,14,5.5,2,2,0,0,0,1,0,0,0,5,8,32
JAX,14,400951773,2017,6,JAX,30,11,21,124,52.4,5.9,11.27,1,0,3,142.0,30,4.73,0,1,2,1,0,1,0,0,1,3,9,15
JAX,5,400951769,2017,11,JAX,30,16,32,179,50.0,5.6,11.19,1,2,5,50.0,18,2.78,0,1,1,0,0,0,0,0,0,1,1,7
JAX,10,400951788,2017,17,JAX,30,12,21,134,57.1,6.4,11.17,1,0,3,116.0,39,2.97,0,1,0,0,0,1,2,0,0,0,9,15
JAX,10,400951635,2017,2,JAX,30,15,27,215,55.6,8.0,14.33,1,1,1,199.0,38,5.24,2,3,0,0,0,1,0,2,0,4,13,43
JAX,20,400951730,2017,4,JAX,30,22,31,224,71.0,7.2,10.18,0,1,5,163.0,22,7.41,1,0,0,0,0,1,0,2,0,2,11,17
JAX,2,400999176,2017,1,JAX,30,12,23,102,52.2,4.4,8.5,1,1,4,191.0,47,4.06,0,1,0,0,0,0,1,0,0,0,3,9
JAX,26,400951652,2017,14,JAX,30,17,31,271,54.8,8.7,15.94,3,3,2,141.0,24,5.88,0,2,0,0,0,1,0,0,0,3,6,18
JAX,23,400951655,2017,5,JAX,30,0,0,0,0,0,0,0,0,0,47.0,15,3.13,0,0,0,0,0,2,1,0,0,0,9,9
JAX,24,400951648,2017,10,JAX,30,0,0,0,0,0,0,0,0,0,46.0,18,2.56,0,0,0,0,0,0,0,0,0,0,0,0
JAX,34,400951781,2017,15,JAX,30,0,0,0,0,0,0,0,0,0,32.0,9,3.56,0,1,0,0,0,0,0,0,0,0,0,6
JAX,17,400791553,2015,3,JAX,30,33,42,358,78.6,8.5,10.85,2,0,2,41.0,10,4.1,1,1,0,0,0,1,0,2,0,6,15,27
JAX,33,400791581,2015,10,JAX,30,34,45,316,75.6,7.0,9.29,3,2,1,36.0,7,5.14,0,0,0,0,0,0,0,0,0,2,2,2
JAX,34,400791637,2015,6,JAX,30,24,36,293,66.7,8.1,12.21,3,0,1,5.0,5,1.0,0,2,0,0,0,0,0,0,0,0,0,12
JAX,34,400791644,2015,17,JAX,30,25,40,249,62.5,6.2,9.96,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAX,10,400791643,2015,13,JAX,30,20,29,268,69.0,9.2,13.4,3,1,4,112.0,9,12.44,1,0,0,0,0,0,0,0,0,6,6,12
JAX,10,400791632,2015,11,JAX,30,22,35,231,62.9,6.6,10.5,0,0,4,29.0,5,5.8,1,0,0,0,0,0,0,2,0,1,7,13
JAX,1,400791685,2015,15,JAX,30,22,35,246,62.9,7.0,11.18,1,1,1,79.0,32,2.47,1,1,0,0,0,0,0,0,0,0,0,12
JAX,15,400791680,2015,2,JAX,30,30,44,359,68.2,8.2,11.97,2,0,2,37.0,14,2.64,0,0,0,0,0,0,0,0,0,0,0,0
JAX,27,400791498,2015,5,JAX,30,13,19,209,68.4,11.0,16.08,1,0,2,9.0,4,2.25,0,0,0,0,0,0,0,0,0,0,0,0
JAX,24,400791519,2015,12,JAX,30,0,0,0,0,0,0,0,0,0,60.0,14,4.29,0,0,0,0,0,1,0,0,0,4,7,7
JAX,11,400791573,2015,14,JAX,30,0,0,0,0,0,0,0,0,0,60.0,16,3.75,0,0,0,0,0,2,1,0,0,1,10,10
JAX,11,400791671,2015,4,JAX,30,0,0,0,0,0,0,0,0,0,57.0,18,3.17,0,0,1,1,0,1,1,0,1,1,10,10
JAX,2,400761515,2015,7,JAX,30,0,0,0,0,0,0,0,0,0,68.0,18,3.78,0,1,1,1,0,0,0,0,0,0,0,6
JAX,18,400791528,2015,16,JAX,30,0,0,0,0,0,0,0,0,0,10.0,4,2.5,0,1,0,0,0,0,1,0,0,5,8,14
JAX,29,400791547,2015,1,JAX,30,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,2,8,8
JAX,17,321223030,2012,16,JAX,30,24,41,267,58.5,6.5,11.12,2,2,3,0.0,0,0,0,0,0,0,0,1,1,1,0,2,11,11
JAX,4,320930030,2012,4,JAX,30,20,31,244,64.5,7.9,12.2,2,1,0,5.0,6,0.83,1,1,0,0,0,0,2,0,0,3,9,21
JAX,9,321028009,2012,8,JAX,30,22,35,186,62.9,5.3,8.45,2,0,2,4.0,3,1.33,0,1,0,0,0,1,0,0,0,3,6,12
JAX,8,321104030,2012,9,JAX,30,22,33,285,66.7,8.6,12.95,0,0,1,-2.0,2,-1.0,0,0,0,0,0,0,0,0,0,0,0,0
JAX,15,321216015,2012,15,JAX,30,22,28,220,78.6,7.9,10.0,2,0,1,70.0,14,5.0,0,0,0,0,0,0,0,0,0,0,0,0
JAX,16,320909016,2012,1,JAX,30,0,0,0,0,0,0,0,0,0,84.0,17,4.94,2,0,0,0,0,1,1,1,1,2,14,26
JAX,20,321209030,2012,14,JAX,30,0,0,0,0,0,0,0,0,0,78.0,19,4.11,1,0,0,0,0,0,0,0,0,0,0,6
JAX,11,320923011,2012,3,JAX,30,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,2,5,11
JAX,11,321108030,2012,10,JAX,30,0,0,0,0,0,0,0,0,0,30.0,2,15.0,0,0,0,0,0,0,1,1,0,3,9,9
JAX,10,321125030,2012,12,JAX,30,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAX,3,321007030,2012,5,JAX,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,11,11
JAX,17,291227017,2009,16,JAX,30,23,26,267,88.5,10.3,11.61,4,0,0,4.0,2,2.0,0,0,0,0,0,0,0,0,0,5,5,5
JAX,15,291213030,2009,14,JAX,30,21,29,220,72.4,7.6,10.48,0,1,2,1.0,4,0.25,1,0,0,0,0,0,0,0,0,0,0,6
JAX,25,291129025,2009,12,JAX,30,0,0,0,0,0,0,0,0,0,33.0,16,2.06,0,1,0,0,0,0,0,0,0,0,0,6
JAX,2,291122030,2009,11,JAX,30,0,0,0,0,0,0,0,0,0,18.0,8,2.25,0,0,2,1,0,0,0,0,0,0,0,0
